"","phase","hospital","sales_rep","product","sales_target","potential_revenue","promotional_budget","sr_time_proportion","hosp_code","prod_code","pp_real_revenue","pp_real_volume","pp_sr_sales_performance","pp_deployment_quality_index","pp_customer_relationship_index","pp_promotional_support_index","pp_sales_performance","pp_offer_attractiveness","pp_acc_offer_attractiveness","pp_acc_success_value","sales_training","product_training","field_work","meetings_with_team","kpi_analysis","admin_work","work_time","sales_level","pp_real_revenue_by_sr","pp_real_volume_by_sr","pp_sr_acc_revenue","pp_sales_skills_index","pp_product_knowledge_index","pp_motivation_index","pp_sr_acc_field_work","pp_target_revenue_realization_by_sr","product_price","target_revenue","target_volume","other_time","sr_time","no.hospitals","sr_time_total","last_revenue_by_sr","sr_time_by_hosp","product_time_proportion","sr_acc_field_work","overhead_factor","overhead_time","real_sr_time","pp_experience_index","field_work_peraccount","product_knowledge_addition_current_period","product_knowledge_transfer_value","ss_accumulated_field_work_delta","ss_accumulated_sales_training_delta","ss_experience_index_pp","m_sales_training_delta","m_admin_work_delta","sales_skills_index","product_knowledge_index","srsp_motivation_delta","srsp_sales_skills_delta","srsp_product_knowledge_delta","srsp_time_with_account_delta","sr_sales_performance","dq_admin_work_delta","dq_meetings_with_team_delta","dq_kpi_analysis_factor","deployment_quality_index","ps_promotional_budget_factor","promotional_support_index","sp_field_work_delta","sp_deployment_quality_delta","sales_performance","cr_product_knowledge_delta","cr_promotional_support_delta","cr_pp_customer_relationship_index","customer_relationship_index","oa_customer_relationship_factor","oa_sales_performance_factor","cp_offer_attractiveness","offer_attractiveness","acc_offer_attractiveness","market_share","real_revenue","real_volume","target_revenue_by_sr","target_revenue_percent","bonus_factor","real_revenue_by_sr","target_revenue_realization_by_sr","target_volume_by_sr","real_volume_by_sr","target_volume_realization_by_sr","bonus_tmp","bonus","sr_acc_revenue","experience_index","m_meeting_with_team_delta","m_sales_target_realization_delta","motivation_index"
"11","周期1","中日医院","小木","三代降糖药",42108,450000,4140,0.01,3,3,34113,359,34.42,56,42,34.88,34.276,45.74208,99,0,15,1,4,7,1,12,100,"junior",1298513,15630,2798513,29,45,62,8,83.4,95,42108,443,92,0.92,2,90.16,1372544,29.44,0.03,12,0.98,2,0.9,34,2,0.5625,42.55,2.85,3.8,5.6,-4,1.25,34,46,4.4,0.8,3.2,-17.3,26.83,5.8,11.125,0.2,43,0.6456,22.518528,1,3.21,29.3835,2.6,-1.86,42,41.701,0.608505,0.34589,45.0936,45.0936,144,11.0468,49711,523,1591351,1.15941711158258,1,2118364,133.12,19123,24940,130.42,76261,76261,4916877,50,4.5,3.516,64
"12","周期1","中日医院","0","皮肤药",0,1200000,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,55,0,0,0,0,10,0,0,29.44,0,0,2,4,0,0,0,0,0,0,0,0,-2,-5,0,0,-20,-20,-20,0,0,-10,-10,0,0,0.6,0,0,-20,0,-10,-3,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0
"13","周期1","铁路医院","小青","口服抗生素",943008,6000000,94380,0.3,4,1,810366,9105,59.572259,44,44.875975,77.4326444388467,58.2921209375,60.345522075,125,0,15,1,3,7,1,12,100,"middle",1616040,19410,6616040,50,60,49,10,108.99,89,943008,10596,92,27.6,3,92,2106822,35.42,0.78,13,1.11,2,27,61,1,0.5625,54.4,3.0625,3.8,8.06,-4,1.25,56,61,-0.3,4.4,5.6,1.35,61.802259,5.8,11.125,0.2,35,1.38876,107.535359290893,0.5,2.5,61.449724484375,4.87,7.9719,44.875975,51.76221,0.65881105,0.6273966938125,63.99624362875,63.99624362875,189,18.39774617725,1103865,12403,2462422,1.16878502312962,1,2582256,104.87,29644,30807,103.92,81240,81240,9198296,76,4,6.974,52
"14","周期1","铁路医院","小青","一代降糖药",197222,1320000,15730,0.05,4,2,166899,2568,49.309133328125,82,52.5408571428571,35.2598191742496,47.1411747054687,51.0206401104777,109,0,15,1,3,7,1,12,100,"middle",1616040,19410,6616040,50,60,49,10,108.99,65,197222,3034,92,4.6,3,92,2106822,35.42,0.13,13,1.11,2,4.5,61,1,0.5625,54.4,3.0625,3.8,8.06,-4,1.25,56,61,-0.3,4.4,5.6,-7,47.364133328125,5.8,11.125,0.2,61,0.89276,31.4785561660031,0.5,4.57,48.2473936724609,4.87,3.319,51.2704285714286,55.1322785714286,0.675661392857143,0.428453086104297,52.7336408805435,52.7336408805435,162,14.5934563522174,192634,2964,2462422,1.16878502312962,1,2582256,104.87,29644,30807,103.92,81240,81240,9198296,76,4,6.974,52
"15","周期1","铁路医院","小青","三代降糖药",86864,660000,10890,0.035,4,3,72593,764,33.805,64,49.325,32.412,34.15975,47.19778,102,0,15,1,3,7,1,12,100,"middle",1616040,19410,6616040,50,60,49,10,108.99,95,86864,914,92,3.22,3,92,2106822,35.42,0.09,13,1.11,2,3.15,61,1,0.5625,54.4,3.0625,3.8,8.06,-4,1.25,56,61,-0.3,4.4,5.6,-10.55,30.085,5.8,11.125,0.2,49,0.9156,29.6764272,0.5,3.63,31.8546875,4.87,3.89,49.325,53.558,0.66779,0.352472916666667,47.859975,47.859975,150,12.4299875,82038,864,2462422,1.16878502312962,1,2582256,104.87,29644,30807,103.92,81240,81240,9198296,76,4,6.974,52
"16","周期1","铁路医院","0","皮肤药",0,132000,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,55,0,0,0,0,10,0,0,35.42,0,0,2,4,0,0,0,0,0,0,0,0,-2,-5,0,0,-20,-20,-20,0,0,-10,-10,0,0,0.6,0,0,-20,0,-10,-3,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0
"17","周期1","海港医院","小青","口服抗生素",323235,1980000,29900,0.2,5,1,270632,3041,60.973448928125,53,43.1142857142857,33.1385328677187,56.0680866960938,58.3918795640446,123,0,15,1,3,7,1,12,100,"middle",1616040,19410,6616040,50,60,49,10,108.99,89,323235,3632,92,18.4,3,92,2106822,28.52,0.65,13,1.11,2,18,61,1,0.5625,54.4,3.0625,3.8,8.06,-4,1.25,56,61,-0.3,4.4,5.6,-3.5,60.778448928125,5.8,11.125,0.2,41,1.056,34.994290708311,0.5,3.07,60.2398583701172,4.87,6.5,43.1142857142857,49.0437857142857,0.645218928571429,0.612878300441406,62.5814551693415,62.5814551693415,186,17.5488731016049,347468,3904,2462422,1.16878502312962,1,2582256,104.87,29644,30807,103.92,81240,81240,9198296,76,4,6.974,52
"18","周期1","海港医院","小青","一代降糖药",115068,660000,11960,0.08,5,2,99484,1531,56.5058465,67,46.088,33.7996114759639,54.522183025,57.701557667,119,0,15,1,3,7,1,12,100,"middle",1616040,19410,6616040,50,60,49,10,108.99,65,115068,1770,92,7.36,3,92,2106822,28.52,0.26,13,1.11,2,7.2,61,1,0.5625,54.4,3.0625,3.8,8.06,-4,1.25,56,61,-0.3,4.4,5.6,-1.6,57.2608465,5.8,11.125,0.2,51,0.84752,28.6458467181089,0.5,3.78,57.35718063125,4.87,2.188,46.088,49.2147,0.6460735,0.578286167575,60.5401100545,60.5401100545,180,17.66203301635,116569,1793,2462422,1.16878502312962,1,2582256,104.87,29644,30807,103.92,81240,81240,9198296,76,4,6.974,52
"19","周期1","海港医院","小青","三代降糖药",31041,220000,4600,0.03,5,3,23701,249,32.225,46,46.525,42.6567944574689,34.95275,46.70122,105,0,15,1,3,7,1,12,100,"middle",1616040,19410,6616040,50,60,49,10,108.99,95,31041,327,92,2.76,3,92,2106822,28.52,0.1,13,1.11,2,2.7,61,1,0.5625,54.4,3.0625,3.8,8.06,-4,1.25,56,61,-0.3,4.4,5.6,-11.9,27.83,5.8,11.125,0.2,36,0.664,28.3241115197594,0.5,2.6,30.1556875,4.87,-1.4,46.525,47.3195,0.6365975,0.350207583333333,46.476355,46.476355,151,11.7381775,25824,272,2462422,1.16878502312962,1,2582256,104.87,29644,30807,103.92,81240,81240,9198296,76,4,6.974,52
"20","周期1","海港医院","0","皮肤药",0,66000,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,55,0,0,0,0,10,0,0,28.52,0,0,2,4,0,0,0,0,0,0,0,0,-2,-5,0,0,-20,-20,-20,0,0,-10,-10,0,0,0.6,0,0,-20,0,-10,-3,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0
"21","周期1","第六医院","小白","口服抗生素",588576,3960000,58500,0.25,6,1,461988,5191,53.85192583125,77,46.4695,77.376,51.6923809128125,54.7216713858375,120,0,20,1,4,7,1,12,100,"junior",1713005,20541,2713005,33,24,87,8,87.04,89,588576,6613,92,23,3,90.16,1475968,29.44,0.78,12,0.645,1,22.75,34,1.33333333333333,0.5625,24.02,2.85,4.6,5.6,-4,1.25,38,25,8.7,1.6,-2.5,-0.625,55.19942583125,5.8,11.125,0.2,57,1.3255,102.561888,0.666666666666667,4.26,55.207997934974,0.5,7.81375,46.4695,51.7234375,0.6586171875,0.552495975219688,59.4944460131813,59.4944460131813,179,15.6966676079088,621588,6984,1780694,1.20645840560229,1,1842933,103.5,21534,22479,104.39,57223,57223,4555938,47,4.5,6.7,90
"22","周期1","第六医院","小白","一代降糖药",135706,792000,12000,0.05,6,2,107679,1657,48.34970425625,93,49.8254285714286,55.8171428571429,50.0680563678125,53.6385865915232,123,0,20,1,4,7,1,12,100,"junior",1713005,20541,2713005,33,24,87,8,87.04,65,135706,2088,92,4.6,3,90.16,1475968,29.44,0.16,12,0.645,1,4.55,34,1.33333333333333,0.5625,24.02,2.85,4.6,5.6,-4,1.25,38,25,8.7,1.6,-2.5,-6.9,46.55970425625,5.8,11.125,0.2,68,0.848,47.3329371428571,0.666666666666667,5.06,48.482125617474,0.5,2.2,49.8254285714286,51.4304285714286,0.657152142857143,0.432678261114531,52.2467813811576,52.2467813811576,175,14.398712552463,114038,1754,1780694,1.20645840560229,1,1842933,103.5,21534,22479,104.39,57223,57223,4555938,47,4.5,6.7,90
"23","周期1","第六医院","小白","三代降糖药",38844,300000,4500,0.02,6,3,29952,315,35.25,46,47.27,39.3731097941389,36.3465,46.96172,107,0,20,1,4,7,1,12,100,"junior",1713005,20541,2713005,33,24,87,8,87.04,95,38844,409,92,1.84,3,90.16,1475968,29.44,0.06,12,0.645,1,1.82,34,1.33333333333333,0.5625,24.02,2.85,4.6,5.6,-4,1.25,38,25,8.7,1.6,-2.5,-14.54,29.64,5.8,11.125,0.2,36,0.66,25.9862524641317,0.666666666666667,2.6,31.8699583333333,0.5,-1.5,47.27,46.47,0.63235,0.352493277777778,46.4435966666667,46.4435966666667,153,11.7217983333333,35165,370,1780694,1.20645840560229,1,1842933,103.5,21534,22479,104.39,57223,57223,4555938,47,4.5,6.7,90
"24","周期1","第六医院","0","皮肤药",0,0,0,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,55,0,0,0,0,10,0,0,29.44,0,0,2,4,0,0,0,0,0,0,0,0,-2,-5,0,0,-20,-20,-20,0,0,-10,-10,0,0,0.6,0,0,-20,0,-10,-3,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0
"25","周期1","小营医院","小白","口服抗生素",594138,3300000,59280,0.25,7,1,526916,5920,58.577412525,52,52.0206875,50.0110637474176,59.4476194225,62.6064234842,128,0,20,1,4,7,1,12,100,"junior",1713005,20541,2713005,33,24,87,8,87.04,89,594138,6676,92,23,3,90.16,1475968,30.36,0.76,12,0.645,1,22.75,34,1.33333333333333,0.5625,24.02,2.85,4.6,5.6,-4,1.25,38,25,8.7,1.6,-2.5,-0.625,59.924912525,5.8,11.125,0.2,40,1.32784,66.406690886371,0.666666666666667,3,60.4389225827083,0.5,7.8196,51.01034375,56.26808375,0.68134041875,0.6152670709925,64.16964100955,64.16964100955,192,18.50178460573,610559,6860,1780694,1.20645840560229,1,1842933,103.5,21534,22479,104.39,57223,57223,4555938,47,4.5,6.7,90
"26","周期1","小营医院","小白","一代降糖药",169780,1400000,16380,0.07,7,2,151577,2332,58.6806425625,48,46.968,29.5242692316987,51.065402790625,54.144235013875,109,0,20,1,4,7,1,12,100,"junior",1713005,20541,2713005,33,24,87,8,87.04,65,169780,2612,92,6.44,3,90.16,1475968,30.36,0.21,12,0.645,1,6.37,34,1.33333333333333,0.5625,24.02,2.85,4.6,5.6,-4,1.25,38,25,8.7,1.6,-2.5,-3.26,58.7106425625,5.8,11.125,0.2,38,0.90056,26.5883758992986,0.666666666666667,2.8,57.3926659528646,0.5,3.514,46.968,49.4271,0.6471355,0.578711991434375,60.6081394860625,60.6081394860625,170,17.6824418458188,247554,3809,1780694,1.20645840560229,1,1842933,103.5,21534,22479,104.39,57223,57223,4555938,47,4.5,6.7,90
"27","周期1","小营医院","小白","三代降糖药",26423,216000,2340,0.01,7,3,20401,215,30.85,64,41.3525,35.7692991192326,34.9685,45.66798,101,0,20,1,4,7,1,12,100,"junior",1713005,20541,2713005,33,24,87,8,87.04,95,26423,278,92,0.92,3,90.16,1475968,30.36,0.03,12,0.645,1,0.91,34,1.33333333333333,0.5625,24.02,2.85,4.6,5.6,-4,1.25,38,25,8.7,1.6,-2.5,-17.27,23.875,5.8,11.125,0.2,49,0.63744,22.8007820305636,0.666666666666667,3.63,27.4077083333333,0.5,-2.064,41.3525,40.1859,0.6009295,0.332718055555556,44.0002633333333,44.0002633333333,145,9.800316,21169,223,1780694,1.20645840560229,1,1842933,103.5,21534,22479,104.39,57223,57223,4555938,47,4.5,6.7,90
"28","周期1","小营医院","0","皮肤药",0,0,0,0,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,55,0,0,0,0,10,0,0,30.36,0,0,2,4,0,0,0,0,0,0,0,0,-2,-5,0,0,-20,-20,-20,0,0,-10,-10,0,0,0.6,0,0,-20,0,-10,-3,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0
"29","周期1","光华医院","小白","口服抗生素",144006,1188000,14080,0.21,8,1,107799,1211,44.17,85,45.7095,41.8528,47.4325,49.969,110,0,20,1,4,7,1,12,100,"junior",1713005,20541,2713005,33,24,87,8,87.04,89,144006,1618,92,19.32,3,90.16,1475968,30.36,0.64,12,0.645,1,19.11,34,1.33333333333333,0.5625,24.02,2.85,4.6,5.6,-4,1.25,38,25,8.7,1.6,-2.5,-2.6675,44.49625,5.8,11.125,0.2,63,0.87296,36.535820288,0.666666666666667,4.71,46.2056458333333,0.5,2.824,45.7095,47.7201,0.6386005,0.391701625,49.0461175,49.0461175,159,9.4276705,112001,1258,1780694,1.20645840560229,1,1842933,103.5,21534,22479,104.39,57223,57223,4555938,47,4.5,6.7,90
"30","周期1","光华医院","小白","一代降糖药",74864,396000,7260,0.11,8,2,64900,998,62.8427379515625,60,52.8825,34.5427788114454,58.0320534636719,61.7595784938438,125,0,20,1,4,7,1,12,100,"junior",1713005,20541,2713005,33,24,87,8,87.04,65,74864,1152,92,10.12,3,90.16,1475968,30.36,0.33,12,0.645,1,10.01,34,1.33333333333333,0.5625,24.02,2.85,4.6,5.6,-4,1.25,38,25,8.7,1.6,-2.5,1.25625,65.1308629515625,5.8,11.125,0.2,46,0.7704,26.6117567963375,0.666666666666667,3.42,64.0734939129232,0.5,1.13,51.44125,52.35075,0.66175375,0.658881926955078,66.0030656173047,66.0030656173047,191,19.2006131234609,76034,1170,1780694,1.20645840560229,1,1842933,103.5,21534,22479,104.39,57223,57223,4555938,47,4.5,6.7,90
"31","周期1","光华医院","小白","三代降糖药",8357,42000,660,0.01,8,3,4756,50,34.2175,73,46.3265,35.0512261338185,36.464125,46.78243,113,0,20,1,4,7,1,12,100,"junior",1713005,20541,2713005,33,24,87,8,87.04,95,8357,88,92,0.92,3,90.16,1475968,30.36,0.03,12,0.645,1,0.91,34,1.33333333333333,0.5625,24.02,2.85,4.6,5.6,-4,1.25,38,25,8.7,1.6,-2.5,-17.27,27.2425,5.8,11.125,0.2,55,0.61056,21.4008766282642,0.666666666666667,4.1,30.4012395833333,0.5,-2.736,46.3265,44.7231,0.6236155,0.350534986111111,45.9767191666667,45.9767191666667,159,11.4883595833333,4825,51,1780694,1.20645840560229,1,1842933,103.5,21534,22479,104.39,57223,57223,4555938,47,4.5,6.7,90
"32","周期1","光华医院","0","皮肤药",0,0,0,0,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,55,0,0,0,0,10,0,0,30.36,0,0,2,4,0,0,0,0,0,0,0,0,-2,-5,0,0,-20,-20,-20,0,0,-10,-10,0,0,0.6,0,0,-20,0,-10,-3,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0
"33","周期1","西河医院","小木","口服抗生素",90173,936000,8550,0.3,9,1,60736,682,41.40630545,78,52.815,33.5402778871008,43.7310473675,47.3925311569,110,0,15,1,4,7,1,12,100,"junior",1298513,15630,2798513,29,45,62,8,83.4,89,90173,1013,92,27.6,2,90.16,1372544,60.72,0.45,12,0.98,2,27,34,2,0.5625,42.55,2.85,3.8,5.6,-4,1.25,34,46,4.4,0.8,3.2,1.35,43.14130545,5.8,11.125,0.2,58,0.822,27.5701084231969,1,4.34,44.206740929375,2.6,1.775,51.4075,53.47125,0.66735625,0.35572133672875,48.037530203725,48.037530203725,158,8.822518122235,82579,928,1591351,1.15941711158258,1,2118364,133.12,19123,24940,130.42,76261,76261,4916877,50,4.5,3.516,64
"34","周期1","西河医院","小木","一代降糖药",87475,432000,8550,0.3,9,2,78330,1205,61.26079435625,78,52.315,37.6418736984143,58.6720028909375,62.106842081475,122,0,15,1,4,7,1,12,100,"junior",1298513,15630,2798513,29,45,62,8,83.4,65,87475,1346,92,27.6,2,90.16,1372544,60.72,0.45,12,0.98,2,27,34,2,0.5625,42.55,2.85,3.8,5.6,-4,1.25,34,46,4.4,0.8,3.2,7.75,66.19579435625,5.8,11.125,0.2,58,0.822,30.9416201800966,1,4.34,65.2328464899219,2.6,1.775,51.1575,53.22125,0.66610625,0.673027004368985,67.0258702621391,67.0258702621391,189,19.4051740524278,83830,1290,1591351,1.15941711158258,1,2118364,133.12,19123,24940,130.42,76261,76261,4916877,50,4.5,3.516,64
