"","phase","hospital","sales_rep","product","sales_target","potential_revenue","promotional_budget","sr_time_proportion","hosp_code","prod_code","pp_real_revenue","pp_real_volume","pp_sr_sales_performance","pp_deployment_quality_index","pp_customer_relationship_index","pp_promotional_support_index","pp_sales_performance","pp_offer_attractiveness","pp_acc_offer_attractiveness","pp_acc_success_value","sales_training","product_training","field_work","meetings_with_team","kpi_analysis","admin_work","work_time","sales_level","pp_real_revenue_by_sr","pp_real_volume_by_sr","pp_sr_acc_revenue","pp_sales_skills_index","pp_product_knowledge_index","pp_motivation_index","pp_sr_acc_field_work","pp_target_revenue_realization_by_sr","product_price","target_revenue","target_volume","other_time","sr_time","no.hospitals","sr_time_total","last_revenue_by_sr","sr_time_by_hosp","product_time_proportion","sr_acc_field_work","overhead_factor","overhead_time","real_sr_time","pp_experience_index","field_work_peraccount","product_knowledge_addition_current_period","product_knowledge_transfer_value","ss_accumulated_field_work_delta","ss_accumulated_sales_training_delta","ss_experience_index_pp","m_sales_training_delta","m_admin_work_delta","sales_skills_index","product_knowledge_index","srsp_motivation_delta","srsp_sales_skills_delta","srsp_product_knowledge_delta","srsp_time_with_account_delta","sr_sales_performance","dq_admin_work_delta","dq_meetings_with_team_delta","dq_kpi_analysis_factor","deployment_quality_index","ps_promotional_budget_factor","promotional_support_index","sp_field_work_delta","sp_deployment_quality_delta","sales_performance","cr_product_knowledge_delta","cr_promotional_support_delta","cr_pp_customer_relationship_index","customer_relationship_index","oa_customer_relationship_factor","oa_sales_performance_factor","cp_offer_attractiveness","offer_attractiveness","acc_offer_attractiveness","market_share","real_revenue","real_volume","target_revenue_by_sr","target_revenue_percent","bonus_factor","real_revenue_by_sr","target_revenue_realization_by_sr","target_volume_by_sr","real_volume_by_sr","target_volume_realization_by_sr","bonus_tmp","bonus","sr_acc_revenue","experience_index","m_meeting_with_team_delta","m_sales_target_realization_delta","motivation_index"
"11","周期2","中日医院","小宋","三代降糖药",42000,675000,36960,0.1,3,3,55518,584,40.5675,67,49.345875,45.55328,40.067625,47.674585,147,67,4,3,5,8,14,8,100,"senior",2293114,26902,12288103,81,86,43,11,160.92,95,42000,442,89,8.9,2,89,2215227,72.98,0.12,16,1.17,2,8.7,87,2.5,2.25,71.96,3.7,1.2,9.48,1.75,-0.166666666666667,87,88,-2.1,7.65,7.4,0.699999999999999,43.2675,3.86666666666667,12.25,1.23333333333333,78,1.14613333333333,52.2101326506667,1.5,5.68,43.67853125,6.7,7.21333333333333,49.345875,56.3795416666667,0.681897708333333,0.3462135625,48.0487220833333,48.0487220833333,195,12.5243610416667,84539,890,1829800,0.826010156069784,0.5,3371695,184.27,21700,42101,194.01,121381,60690,15659798,94,0.125,-1.2135,43
"12","周期2","中日医院","小宋","皮肤药",15000,1560000,73920,0.2,3,4,0,0,0,0,0,0,0,0,0,67,4,3,5,8,14,8,100,"senior",2293114,26902,12288103,81,86,43,11,160.92,55,15000,273,89,17.8,2,89,2215227,72.98,0.24,16,1.17,2,17.4,87,2.5,2.25,71.96,3.7,1.2,9.48,1.75,-0.166666666666667,87,88,-2.1,7.65,7.4,46.1666666666667,25.4333333333333,3.86666666666667,12.25,1.23333333333333,5,1.35088,0,1.5,-15,16.15,6.7,7.8772,0,7.46518,0.1493036,0.2615,21.662144,21.662144,22,26.3297152,410744,7468,1829800,0.826010156069784,0.5,3371695,184.27,21700,42101,194.01,121381,60690,15659798,94,0.125,-1.2135,43
"13","周期2","铁路医院","小木","口服抗生素",1000000,7200000,36300,0.3,4,1,1086221,12205,60.862259,54,50.75535,96.7908055485584,61.048724484375,63.50615162875,189,67,12,3,8,8,14,8,100,"junior",2092046,24901,4890559,33,48,64,10,109.53,89,1000000,11236,89,26.7,2,89,2092046,44.5,0.6,18,0.96,2,26.1,50,4,2.25,45.04,4.075,3.2,7.2,-4.5,-0.166666666666667,38,50,4.8,1.6,4,0.945000000000001,62.734759,3.86666666666667,12.25,1.23333333333333,64,1.13733333333333,110.08340951056,3,4.78,63.4192503710938,3,7.15833333333333,50.377675,56.0805916666667,0.680402958333333,0.651031004453125,66.2779786005208,66.2779786005208,255,19.5111914402083,1404806,15784,2077500,0.99304699801056,0.5,2526606,121.62,24859,30091,121.05,90958,45479,7417165,66,3.25,4.3785,65
"14","周期2","铁路医院","小木","一代降糖药",202000,1452000,6050,0.05,4,2,190219,2926,46.529133328125,95,53.0629285714286,27.5026589559147,48.2071436724609,52.2763008805435,161,67,12,3,8,8,14,8,100,"junior",2092046,24901,4890559,33,48,64,10,109.53,65,202000,3108,89,4.45,2,89,2092046,44.5,0.1,18,0.96,2,4.35,50,4,2.25,45.04,4.075,3.2,7.2,-4.5,-0.166666666666667,38,50,4.8,1.6,4,-7.3,44.279133328125,3.86666666666667,12.25,1.23333333333333,109,0.722,19.8569197661704,3,8,47.011135914209,3,0.05,51.5314642857143,52.6139642857143,0.663069821428572,0.406200446455762,50.8948196444886,50.8948196444886,212,13.8579278577954,201217,3096,2077500,0.99304699801056,0.5,2526606,121.62,24859,30091,121.05,90958,45479,7417165,66,3.25,4.3785,65
"15","周期2","铁路医院","小木","三代降糖药",87000,726000,18150,0.15,4,3,83584,880,37.05,76,53.6571428571429,31.4859428571429,37.4644375,48.3285835714286,150,67,12,3,8,8,14,8,100,"junior",2092046,24901,4890559,33,48,64,10,109.53,95,87000,916,89,13.35,2,89,2092046,44.5,0.3,18,0.96,2,13.05,50,4,2.25,45.04,4.075,3.2,7.2,-4.5,-0.166666666666667,38,50,4.8,1.6,4,4.7875,40.84375,3.86666666666667,12.25,1.23333333333333,88,0.921714285714286,29.0210433306122,3,6.76,41.500921875,3,4.03857142857143,51.8285714285714,55.5036428571429,0.677518214285714,0.3653345625,49.0208023214286,49.0208023214286,199,13.0104011607143,94456,994,2077500,0.99304699801056,0.5,2526606,121.62,24859,30091,121.05,90958,45479,7417165,66,3.25,4.3785,65
"16","周期2","铁路医院","0","皮肤药",0,198000,0,0,4,4,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,55,0,0,0,0,7,0,77887,44.5,0,0,2,4,0,0,0,0,0,0,0,0,-2,-5,0,0,-20,-20,-20,0,0,-10,-10,0,0,0.6,0,0,-20,0,-10,-3,0,0,0,0,0,0,0,0,0,0,80000,1.02712904592551,1,0,0,1231,0,0,0,0,0,0,0,-20,0
"17","周期2","海港医院","小白","口服抗生素",336000,2178000,12980,0.15,5,1,326853,3673,58.289698928125,64,45.8335714285714,30.3738324113262,58.7215458701172,60.8462273121987,184,67,12,3,8,8,14,8,100,"junior",2167678,26427,4880683,38,25,89,13,103.89,89,336000,3775,89,13.35,4,89,2167678,22.695,0.59,21,0.615,1,13.2,50,2,2.25,24.95,4.6375,3.2,7.2,-4.5,-0.166666666666667,43,27,8.9,2.45,-1.5,-8.5,56.034698928125,3.86666666666667,12.25,1.23333333333333,75,0.85976,26.1142061539618,1,5.5,57.8564106636231,0.7,2.494,45.8335714285714,47.6996714285714,0.638498357142857,0.584276927963477,60.5965499635229,60.5965499635229,245,16.3579299781137,356276,4003,2252000,1.03889968897595,1,2086837,92.67,27271,25724,94.33,58016,58016,6967520,63,3.25,4.534,90
"18","周期2","海港医院","小白","一代降糖药",113000,726000,2200,0.025,5,2,105669,1626,51.4358465,79,45.093,21.9021482364246,53.38668063125,56.27621508175,175,67,12,3,8,8,14,8,100,"junior",2167678,26427,4880683,38,25,89,13,103.89,65,113000,1738,89,2.225,4,89,2167678,22.695,0.1,21,0.615,1,2.2,50,2,2.25,24.95,4.6375,3.2,7.2,-4.5,-0.166666666666667,43,27,8.9,2.45,-1.5,-13.4,46.7308465,3.86666666666667,12.25,1.23333333333333,91,0.6352,13.9122445597769,1,7.1,49.8648050328125,0.7,-2.12,45.093,43.96,0.6198,0.457566490590625,52.2459894354375,52.2459894354375,227,14.398395774175,104532,1608,2252000,1.03889968897595,1,2086837,92.67,27271,25724,94.33,58016,58016,6967520,63,3.25,4.534,90
"19","周期2","海港医院","小白","三代降糖药",28000,242000,6820,0.08,5,3,26376,278,32.845,56,48.195,36.3435888777635,34.2391875,46.978135,152,67,12,3,8,8,14,8,100,"junior",2167678,26427,4880683,38,25,89,13,103.89,95,28000,295,89,7.12,4,89,2167678,22.695,0.31,21,0.615,1,7.04,50,2,2.25,24.95,4.6375,3.2,7.2,-4.5,-0.166666666666667,43,27,8.9,2.45,-1.5,-1.92,33.88,3.86666666666667,12.25,1.23333333333333,66,0.7528,27.3594537071804,1,4.92,35.003796875,0.7,0.820000000000003,48.195,48.973,0.644865,0.356671729166667,47.19490375,47.19490375,199,12.097451875,29276,308,2252000,1.03889968897595,1,2086837,92.67,27271,25724,94.33,58016,58016,6967520,63,3.25,4.534,90
"20","周期2","海港医院","0","皮肤药",0,99000,0,0,5,4,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,55,0,0,0,0,7,0,77887,22.695,0,0,2,4,0,0,0,0,0,0,0,0,-2,-5,0,0,-20,-20,-20,0,0,-10,-10,0,0,0.6,0,0,-20,0,-10,-3,0,0,0,0,0,0,0,0,0,0,80000,1.02712904592551,1,0,0,1231,0,0,0,0,0,0,0,-20,0
"21","周期2","第六医院","小白","口服抗生素",600000,2376000,29205,0.15,6,1,558852,6279,51.16817583125,90,51.52559375,96.13968,52.7304771016406,56.8540340197719,177,67,12,3,8,8,14,8,100,"junior",2167678,26427,4880683,38,25,89,13,103.89,89,600000,6742,89,13.35,4,89,2167678,22.695,0.59,21,0.615,1,13.2,50,2,2.25,24.95,4.6375,3.2,7.2,-4.5,-0.166666666666667,43,27,8.9,2.45,-1.5,-8.5,48.91317583125,3.86666666666667,12.25,1.23333333333333,103,1.04805714285714,100.759878336,1,8,51.5175011488477,0.7,6.40071428571429,50.762796875,55.1682611607143,0.675841305803571,0.487315020679258,56.2725534728984,56.2725534728984,233,13.763532083739,327022,3674,2252000,1.03889968897595,1,2086837,92.67,27271,25724,94.33,58016,58016,6967520,63,3.25,4.534,90
"22","周期2","第六医院","小白","一代降糖药",120000,871200,4950,0.025,6,2,107234,1650,43.27970425625,107,50.8129285714286,43.5373714285714,46.6080422841406,50.0992713811576,173,67,12,3,8,8,14,8,100,"junior",2167678,26427,4880683,38,25,89,13,103.89,65,120000,1846,89,2.225,4,89,2167678,22.695,0.1,21,0.615,1,2.2,50,2,2.25,24.95,4.6375,3.2,7.2,-4.5,-0.166666666666667,43,27,8.9,2.45,-1.5,-13.4,38.57470425625,3.86666666666667,12.25,1.23333333333333,122,0.678,29.5183378285714,1,8,42.2330387632227,0.7,-1.05,50.4064642857143,49.9689642857143,0.649844821428571,0.366310718350964,47.9724359582007,47.9724359582007,221,12.4862179791003,108780,1674,2252000,1.03889968897595,1,2086837,92.67,27271,25724,94.33,58016,58016,6967520,63,3.25,4.534,90
"23","周期2","第六医院","小白","三代降糖药",40000,360000,15345,0.08,6,3,37100,391,35.87,56,50.9225,38.5856475982562,36.856375,47.73301,155,67,12,3,8,8,14,8,100,"junior",2167678,26427,4880683,38,25,89,13,103.89,95,40000,421,89,7.12,4,89,2167678,22.695,0.31,21,0.615,1,7.04,50,2,2.25,24.95,4.6375,3.2,7.2,-4.5,-0.166666666666667,43,27,8.9,2.45,-1.5,-1.92,36.905,3.86666666666667,12.25,1.23333333333333,66,0.88814,34.2694570579152,1,4.92,37.92684375,0.7,3.2035,50.46125,52.788525,0.663942625,0.360569125,48.1918525,48.1918525,203,12.59592625,45345,477,2252000,1.03889968897595,1,2086837,92.67,27271,25724,94.33,58016,58016,6967520,63,3.25,4.534,90
"24","周期2","第六医院","0","皮肤药",0,0,0,0,6,4,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,55,0,0,0,0,7,0,77887,22.695,0,0,2,4,0,0,0,0,0,0,0,0,-2,-5,0,0,-20,-20,-20,0,0,-10,-10,0,0,0.6,0,0,-20,0,-10,-3,0,0,0,0,0,0,0,0,0,0,80000,1.02712904592551,1,0,0,1231,0,0,0,0,0,0,0,-20,0
"25","周期2","小营医院","小白","口服抗生素",597000,3630000,36905,0.15,7,1,571449,6421,55.893662525,62,56.103,62.8889126623776,57.741401749375,62.19440925955,190,67,12,3,8,8,14,8,100,"junior",2167678,26427,4880683,38,25,89,13,103.89,89,597000,6708,89,13.35,4,89,2167678,21.805,0.61,21,0.615,1,13.2,50,2,2.25,24.95,4.6375,3.2,7.2,-4.5,-0.166666666666667,43,27,8.9,2.45,-1.5,-8.5,53.638662525,3.86666666666667,12.25,1.23333333333333,73,1.1454,72.0329605634873,1,5.38,55.7903473310937,0.7,7.20875,53.0515,57.9821875,0.6899109375,0.559484167973125,61.1654875783875,61.1654875783875,251,16.6992925470325,606184,6811,2252000,1.03889968897595,1,2086837,92.67,27271,25724,94.33,58016,58016,6967520,63,3.25,4.534,90
"26","周期2","小营医院","小白","一代降糖药",185000,1820000,6050,0.025,7,2,230298,3543,53.6106425625,58,47.9555,23.028930000725,53.8735826195312,57.3745692290938,166,67,12,3,8,8,14,8,100,"junior",2167678,26427,4880683,38,25,89,13,103.89,65,185000,2846,89,2.225,4,89,2167678,21.805,0.1,21,0.615,1,2.2,50,2,2.25,24.95,4.6375,3.2,7.2,-4.5,-0.166666666666667,43,27,8.9,2.45,-1.5,-13.4,48.9056425625,3.86666666666667,12.25,1.23333333333333,68,0.722,16.6268874605235,1,5.06,51.2096275767578,0.7,0.05,47.9555,48.233,0.641165,0.48177329638164,54.5529977828984,54.5529977828984,221,15.3211991131594,278846,4290,2252000,1.03889968897595,1,2086837,92.67,27271,25724,94.33,58016,58016,6967520,63,3.25,4.534,90
"27","周期2","小营医院","小白","三代降糖药",24000,259200,17545,0.07,7,3,25032,263,30.6,76,44.7542857142857,34.4407251519468,32.835375,46.1776871428571,147,67,12,3,8,8,14,8,100,"junior",2167678,26427,4880683,38,25,89,13,103.89,95,24000,253,89,6.23,4,89,2167678,21.805,0.29,21,0.615,1,6.16,50,2,2.25,24.95,4.6375,3.2,7.2,-4.5,-0.166666666666667,43,27,8.9,2.45,-1.5,-3.68,30.755,3.86666666666667,12.25,1.23333333333333,88,0.9148,31.5063753690009,1,6.76,32.67709375,0.7,3.87,44.7542857142857,47.5147857142857,0.637573928571429,0.353569458333333,46.7171246428571,46.7171246428571,194,11.8585623214286,30737,324,2252000,1.03889968897595,1,2086837,92.67,27271,25724,94.33,58016,58016,6967520,63,3.25,4.534,90
"28","周期2","小营医院","0","皮肤药",0,0,0,0,7,4,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,55,0,0,0,0,7,0,77887,21.805,0,0,2,4,0,0,0,0,0,0,0,0,-2,-5,0,0,-20,-20,-20,0,0,-10,-10,0,0,0.6,0,0,-20,0,-10,-3,0,0,0,0,0,0,0,0,0,0,80000,1.02712904592551,1,0,0,1231,0,0,0,0,0,0,0,-20,0
"29","周期2","光华医院","小白","口服抗生素",130000,1306800,20130,0.15,8,1,102132,1148,41.48625,99,49.5542142857143,41.5658093714286,44.5840625,47.6616303571429,158,67,12,3,8,8,14,8,100,"junior",2167678,26427,4880683,38,25,89,13,103.89,89,130000,1461,89,13.35,4,89,2167678,21.805,0.61,21,0.615,1,13.2,50,2,2.25,24.95,4.6375,3.2,7.2,-4.5,-0.166666666666667,43,27,8.9,2.45,-1.5,-8.5,39.23125,3.86666666666667,12.25,1.23333333333333,113,0.944342857142857,39.2523751812702,1,8,42.219453125,0.7,4.54771428571429,49.5542142857143,52.7552285714286,0.663776142857143,0.366292604166667,48.5286019642857,48.5286019642857,207,9.11716117857143,119143,1339,2252000,1.03889968897595,1,2086837,92.67,27271,25724,94.33,58016,58016,6967520,63,3.25,4.534,90
"30","周期2","光华医院","小白","一代降糖药",73000,435600,3300,0.025,8,2,71634,1102,57.7727379515625,71,50.70625,22.9364051307997,58.9208168295899,61.9642381173047,187,67,12,3,8,8,14,8,100,"junior",2167678,26427,4880683,38,25,89,13,103.89,65,73000,1123,89,2.225,4,89,2167678,21.805,0.1,21,0.615,1,2.2,50,2,2.25,24.95,4.6375,3.2,7.2,-4.5,-0.166666666666667,43,27,8.9,2.45,-1.5,-13.4,53.0677379515625,3.86666666666667,12.25,1.23333333333333,82,0.6528,14.9728852693861,1,6.04,55.7890076710693,0.7,-1.68,50.353125,49.506125,0.647530625,0.559468092052832,59.4693105231699,59.4693105231699,246,17.287724209268,75305,1159,2252000,1.03889968897595,1,2086837,92.67,27271,25724,94.33,58016,58016,6967520,63,3.25,4.534,90
"31","周期2","光华医院","小白","三代降糖药",6000,44100,9570,0.07,8,3,5049,53,33.9675,85,47.8535,29.5551938760358,35.90290625,47.0429325,160,67,12,3,8,8,14,8,100,"junior",2167678,26427,4880683,38,25,89,13,103.89,95,6000,63,89,6.23,4,89,2167678,21.805,0.29,21,0.615,1,6.16,50,2,2.25,24.95,4.6375,3.2,7.2,-4.5,-0.166666666666667,43,27,8.9,2.45,-1.5,-3.68,34.1225,3.86666666666667,12.25,1.23333333333333,98,0.8628,25.5002212762437,1,7.8,36.1776015625,0.7,2.57,47.8535,49.769,0.648845,0.358236802083333,47.448008125,47.448008125,207,12.2240040625,5391,57,2252000,1.03889968897595,1,2086837,92.67,27271,25724,94.33,58016,58016,6967520,63,3.25,4.534,90
"32","周期2","光华医院","0","皮肤药",0,0,0,0,8,4,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,55,0,0,0,0,7,0,77887,21.805,0,0,2,4,0,0,0,0,0,0,0,0,-2,-5,0,0,-20,-20,-20,0,0,-10,-10,0,0,0.6,0,0,-20,0,-10,-3,0,0,0,0,0,0,0,0,0,0,80000,1.02712904592551,1,0,0,1231,0,0,0,0,0,0,0,-20,0
