"","phase","hospital","sales_rep","product","sales_target","potential_revenue","promotional_budget","sr_time_proportion","hosp_code","prod_code","pp_real_revenue","pp_real_volume","pp_sr_sales_performance","pp_deployment_quality_index","pp_customer_relationship_index","pp_promotional_support_index","pp_sales_performance","pp_offer_attractiveness","pp_acc_offer_attractiveness","pp_acc_success_value","sales_training","product_training","field_work","meetings_with_team","kpi_analysis","admin_work","work_time","sales_level","pp_real_revenue_by_sr","pp_real_volume_by_sr","pp_sr_acc_revenue","pp_sales_skills_index","pp_product_knowledge_index","pp_motivation_index","pp_sr_acc_field_work","pp_target_revenue_realization_by_sr","product_price","target_revenue","target_volume","other_time","sr_time","no.hospitals","sr_time_total","sr_time_by_hosp","product_time_proportion","sr_acc_field_work","overhead_factor","overhead_time","real_sr_time","pp_experience_index","field_work_peraccount","product_knowledge_addition_current_period","product_knowledge_transfer_value","ss_accumulated_field_work_delta","ss_accumulated_sales_training_delta","ss_experience_index_pp","m_sales_training_delta","m_admin_work_delta","sales_skills_index","product_knowledge_index","srsp_motivation_factor","srsp_sales_skills_factor","srsp_product_knowledge_factor","srsp_time_with_account_factor","sr_sales_performance","dq_admin_work_delta","dq_meetings_with_team_delta","dq_kpi_analysis_factor","deployment_quality_index","ps_promotional_budget_factor","promotional_support_index","sp_field_work_delta","sp_deployment_quality_factor","sales_performance","cr_product_knowledge_delta","cr_promotional_support_delta","cr_pp_customer_relationship_index","customer_relationship_index","oa_customer_relationship_factor","oa_sales_performance_factor","cp_offer_attractiveness","offer_attractiveness","acc_offer_attractiveness","market_share","real_revenue","real_volume","target_revenue_by_sr","real_revenue_by_sr","target_revenue_realization_by_sr","target_volume_by_sr","real_volume_by_sr","target_volume_realization_by_sr","bonus","sr_acc_revenue","experience_index","m_meeting_with_team_delta","m_sales_target_realization_delta","motivation_index"
"11","周期1","中日医院","小白","三代降糖药",22000,300000,9240,0.05,3,3,21442,226,29.442375,48,35.5753333333333,18.5952,28.60938125,8.408494556,22,0,9,5,5,10,15,15,100,"junior",1485645,17828,2485645,44,24,89,8,75.49,95,22000,232,85,4.25,2,85,38.25,0.11,13,0.615,1,4.2,56.77,2.5,4.75,24.02,3.0625,2.6,7.7416,-0.75,2,49,29,1.127,0.985,1.05333333333333,0.786,26.21303716875,7,13.75,1,54,0.8496,15.79848192,3.25,0.946,26.6656418715625,1.86666666666667,3.36,35.5753333333333,38.4126666666667,0.768253333333333,0.416656418715625,4.68601352548055,5.43050973158444,27,5.43050973158444,16292,171,2788000,1402042,50.29,32036,16402,51.2,0,3887687,76.65,0,-6.17025,87
"12","周期1","中日医院","小白","皮肤药",0,1000000,0,0,3,4,0,0,0,6,0,0,0.35,0,0,0,9,5,5,10,15,15,100,"junior",1485645,17828,2485645,44,24,89,8,75.49,55,0,0,85,0,2,85,38.25,0,13,0.615,1,0,56.77,2.5,4.75,24.02,3.0625,2.6,7.7416,-0.75,2,49,29,1.127,0.985,1.05333333333333,0,0,7,13.75,1,12,0.6,0,3.25,0.66,0.2262,1.86666666666667,-3,0,0,0,0.00339300000000001,0,0,0,0,0,0,2788000,1402042,50.29,32036,16402,51.2,0,3887687,76.65,0,-6.17025,87
"13","周期1","铁路医院","小木","口服抗生素",680000,5000000,48180,0.4,4,1,757099,8507,57.181786398,33,52.3118333333333,66.3164403683627,52.764206282,31.6281955138635,68,0,8,5,5,10,15,15,100,"junior",1170513,14004,2670513,44,20,61,8,75.18,89,680000,7640,85,34,2,85,46.75,0.73,13,0.99,2,33.2,59.73,2.5,4.75,20.3,3.0625,2.4,7.9784,1.25,2,49,25,1.005,0.985,1.05333333333333,1.192,63.7929539353821,7,13.75,1,39,1.2818,85.0044132641673,3.25,0.823,59.3304141196538,1.86666666666667,24.09,51.1559166666667,67.46775,1.1746775,0.814956211794806,30.3265284954248,30.5868618991125,99,17.2934309495563,864672,9715,1366000,1596250,116.86,16222,18771,115.71,55961,4266763,81.2,0,6.2645,64
"14","周期1","铁路医院","小木","一代降糖药",130000,1200000,11880,0.1,4,2,132400,2037,41.3182411793438,69,47.7632333333333,28.8505008893556,39.7833632031828,13.7254594902613,32,0,8,5,5,10,15,15,100,"junior",1170513,14004,2670513,44,20,61,8,75.18,65,130000,2000,85,8.5,2,85,46.75,0.18,13,0.99,2,8.3,59.73,2.5,4.75,20.3,3.0625,2.4,7.9784,1.25,2,49,25,1.005,0.985,1.05333333333333,0.9075,39.0422947277149,7,13.75,1,75,0.84656,24.4236800328929,3.25,1.125,40.3846459266614,1.86666666666667,3.246,47.7632333333333,50.5264666666667,0.957897,0.553846459266615,9.82010887203027,10.6011789956765,43,10.4809431965412,125771,1935,1366000,1596250,116.86,16222,18771,115.71,55961,4266763,81.2,0,6.2645,64
"15","周期1","铁路医院","小木","三代降糖药",50000,600000,5940,0.05,4,3,51917,546,28.8706,54,43.6143333333333,19.3752,28.62555,10.224735444,25,0,8,5,5,10,15,15,100,"junior",1170513,14004,2670513,44,20,61,8,75.18,95,50000,526,85,4.25,2,85,46.75,0.09,13,0.99,2,4.15,59.73,2.5,4.75,20.3,3.0625,2.4,7.9784,1.25,2,49,25,1.005,0.985,1.05333333333333,0.7845,25.1496608366667,7,13.75,1,60,0.7176,13.90364352,3.25,1,26.1811331275,1.86666666666667,-0.0599999999999989,43.6143333333333,44.2286666666667,0.884573333333333,0.411811331275,6.14420847473722,6.96031386858978,32,6.96031386858978,41762,440,1366000,1596250,116.86,16222,18771,115.71,55961,4266763,81.2,0,6.2645,64
"16","周期1","铁路医院","小木","皮肤药",0,120000,0,0,4,4,0,0,0,6,0,0,0.275,0,0,0,8,5,5,10,15,15,100,"junior",1170513,14004,2670513,44,20,61,8,75.18,55,0,0,85,0,2,85,46.75,0,13,0.99,2,0,59.73,2.5,4.75,20.3,3.0625,2.4,7.9784,1.25,2,49,25,1.005,0.985,1.05333333333333,0,0,7,13.75,1,12,0.6,0,3.25,0.66,0.21255,1.86666666666667,-3,0,0,0,0.00318825,0,0,0,0,0,0,1366000,1596250,116.86,16222,18771,115.71,55961,4266763,81.2,0,6.2645,64
"17","周期1","海港医院","小白","口服抗生素",1800000,1800000,20400,0.47,5,1,185157,2080,55.9298202667312,45,37.7983333333333,27.0950869287574,49.9133652000484,20.2035388572252,47,0,9,5,5,10,15,15,100,"junior",1485645,17828,2485645,44,24,89,8,75.49,89,1800000,20225,85,39.95,2,85,46.75,0.85,13,0.615,1,39.48,56.77,2.5,4.75,24.02,3.0625,2.6,7.7416,-0.75,2,49,29,1.127,0.985,1.05333333333333,1.2635,65.8191446535604,7,13.75,1,51,0.947428571428572,25.6706595016455,3.25,0.919,61.1966032739417,1.86666666666667,7.37142857142858,37.7983333333333,43.2430952380952,0.864861904761905,0.842949049109125,17.2076407605987,17.806820379924,65,10.6840922279544,192314,2161,2788000,1402042,50.29,32036,16402,51.2,0,3887687,76.65,0,-6.17025,87
"18","周期1","海港医院","小白","一代降糖药",78000,600000,2160,0.05,5,2,76025,1170,47.5380767925,57,40.5893333333333,28.0174163010719,45.738458057975,16.1335252224737,38,0,9,5,5,10,15,15,100,"junior",1485645,17828,2485645,44,24,89,8,75.49,65,78000,1200,85,4.25,2,85,46.75,0.09,13,0.615,1,4.2,56.77,2.5,4.75,24.02,3.0625,2.6,7.7416,-0.75,2,49,29,1.127,0.985,1.05333333333333,0.786,42.3239420696426,7,13.75,1,63,0.63456,17.7787316880082,3.25,1.027,43.5870587402388,1.86666666666667,-2.136,40.5893333333333,39.8542666666667,0.797085333333334,0.578805881103582,10.7468261009393,11.8241659252462,50,11.4593327401969,68756,1058,2788000,1402042,50.29,32036,16402,51.2,0,3887687,76.65,0,-6.17025,87
"19","周期1","海港医院","小白","三代降糖药",18000,200000,1200,0.03,5,3,19790,208,27.5065066666667,39,39.7173333333333,32.7642168931208,28.70548,12.0511868576,30,0,9,5,5,10,15,15,100,"junior",1485645,17828,2485645,44,24,89,8,75.49,95,18000,189,85,2.55,2,85,46.75,0.05,13,0.615,1,2.52,56.77,2.5,4.75,24.02,3.0625,2.6,7.7416,-0.75,2,49,29,1.127,0.985,1.05333333333333,0.4914,19.6274512087111,7,13.75,1,45,0.6192,20.2876031002204,3.25,0.87,21.3131159265333,1.86666666666667,-2.52,39.7173333333333,38.7326666666667,0.774653333333333,0.363131159265333,6.35989370041914,7.49815233185532,37,7.49815233185532,14996,158,2788000,1402042,50.29,32036,16402,51.2,0,3887687,76.65,0,-6.17025,87
"20","周期1","海港医院","小白","皮肤药",0,60000,0,0,5,4,0,0,0,6,0,0,0.35,0,0,0,9,5,5,10,15,15,100,"junior",1485645,17828,2485645,44,24,89,8,75.49,55,0,0,85,0,2,85,46.75,0,13,0.615,1,0,56.77,2.5,4.75,24.02,3.0625,2.6,7.7416,-0.75,2,49,29,1.127,0.985,1.05333333333333,0,0,7,13.75,1,12,0.6,0,3.25,0.66,0.2262,1.86666666666667,-3,0,0,0,0.00339300000000001,0,0,0,0,0,0,2788000,1402042,50.29,32036,16402,51.2,0,3887687,76.65,0,-6.17025,87
"21","周期1","第六医院","小兰","口服抗生素",470000,3600000,30660,0.4,6,1,482664,5423,50.7327757483828,65,44.851619047619,75.7282620275891,47.7704874974621,27.5466762608668,62,0,8,5,5,10,15,15,100,"middle",2043504,23610,7643504,72,55,89,8,75.97,89,470000,5281,85,34,2,85,46.75,0.73,13,0.615,1,33.6,98.81,2.5,4.75,50.55,3.0625,2.4,9.9524,1.25,2,78,60,1.127,1.218,1.05333333333333,1.196,60.0126459790245,7,13.75,1,71,1.06468571428571,80.6267987484594,3.25,1.097,58.0413538160847,1.86666666666667,13.2342857142857,44.851619047619,54.1072380952381,1.04107238095238,0.79562030724127,24.621250554978,25.2063356961558,87,14.6031678480779,525714,5907,1116000,1218990,109.23,13631,14794,108.53,39945,8862494,98.48,-0.5,5.69225,92
"22","周期1","第六医院","小兰","一代降糖药",120000,720000,7560,0.1,6,2,120696,1857,41.7228303009984,78,46.9953333333333,59.6707468221307,43.9491636953288,22.8693438846091,53,0,8,5,5,10,15,15,100,"middle",2043504,23610,7643504,72,55,89,8,75.97,65,120000,1846,85,8.5,2,85,46.75,0.18,13,0.615,1,8.4,98.81,2.5,4.75,50.55,3.0625,2.4,9.9524,1.25,2,78,60,1.127,1.218,1.05333333333333,0.91,42.1949936639047,7,13.75,1,84,0.7824,46.6863923136351,3.25,1.18,44.3782060647926,1.86666666666667,1.56,46.9953333333333,48.6626666666667,0.92994,0.590673090971889,16.611830685314,17.8633333251731,71,16.2906666601384,117293,1805,1116000,1218990,109.23,13631,14794,108.53,39945,8862494,98.48,-0.5,5.69225,92
"23","周期1","第六医院","小兰","三代降糖药",26000,250000,3780,0.05,6,3,27202,286,29.9378333333333,39,41.6861333333333,32.2965121172788,29.810175,13.501225848,33,0,8,5,5,10,15,15,100,"middle",2043504,23610,7643504,72,55,89,8,75.97,95,26000,274,85,4.25,2,85,46.75,0.09,13,0.615,1,4.2,98.81,2.5,4.75,50.55,3.0625,2.4,9.9524,1.25,2,78,60,1.127,1.218,1.05333333333333,0.786,28.0492550138889,7,13.75,1,45,0.66048,21.3312003232203,3.25,0.87,27.8769204604167,1.86666666666667,-1.488,41.6861333333333,41.3722666666667,0.827445333333333,0.428769204604167,7.9419564496997,9.05381032935976,42,9.05381032935976,22635,238,1116000,1218990,109.23,13631,14794,108.53,39945,8862494,98.48,-0.5,5.69225,92
"24","周期1","第六医院","小兰","皮肤药",0,0,0,0,6,4,0,0,0,6,0,0,0.275,0,0,0,8,5,5,10,15,15,100,"middle",2043504,23610,7643504,72,55,89,8,75.97,55,0,0,85,0,2,85,46.75,0,13,0.615,1,0,98.81,2.5,4.75,50.55,3.0625,2.4,9.9524,1.25,2,78,60,1.127,1.218,1.05333333333333,0,0,7,13.75,1,12,0.6,0,3.25,0.66,0.21255,1.86666666666667,-3,0,0,0,0.00318825,0,0,0,0,0,0,1116000,1218990,109.23,13631,14794,108.53,39945,8862494,98.48,-0.5,5.69225,92
"25","周期1","小营医院","小木","口服抗生素",400000,3000000,28140,0.3,7,1,433348,4869,54.348685136775,44,50.319619047619,37.112792099851,52.8379151267413,29.9880424258194,65,0,8,5,5,10,15,15,100,"junior",1170513,14004,2670513,44,20,61,8,75.18,89,400000,4494,85,25.5,2,85,38.25,0.67,13,0.99,2,24.9,59.73,2.5,4.75,20.3,3.0625,2.4,7.9784,1.25,2,49,25,1.005,0.985,1.05333333333333,1.0835,57.0941995476011,7,13.75,1,50,1.03588571428571,38.4446111534914,3.25,0.91,55.2415459701048,1.86666666666667,11.7942857142857,50.1598095238095,58.4794285714286,1.08479428571429,0.753623189551572,26.5721533341269,27.2553311524654,92,15.6276655762327,468830,5268,1366000,1596250,116.86,16222,18771,115.71,55961,4266763,81.2,0,6.2645,64
"26","周期1","小营医院","小木","一代降糖药",92000,1000000,9240,0.1,7,2,92007,1415,48.9813524296875,41,42.8373333333333,25.6564715850291,41.9113037078656,11.0304828482967,26,0,8,5,5,10,15,15,100,"junior",1170513,14004,2670513,44,20,61,8,75.18,65,92000,1415,85,8.5,2,85,38.25,0.22,13,0.99,2,8.3,59.73,2.5,4.75,20.3,3.0625,2.4,7.9784,1.25,2,49,25,1.005,0.985,1.05333333333333,0.9075,46.2832962666855,7,13.75,1,47,0.8496,21.7977382586407,3.25,0.886,44.3972204024412,1.86666666666667,3.36,42.8373333333333,45.6746666666667,0.88512,0.590958306036618,7.81645366675096,8.4592595030601,34,8.4592595030601,84593,1301,1366000,1596250,116.86,16222,18771,115.71,55961,4266763,81.2,0,6.2645,64
"27","周期1","小营医院","小木","三代降糖药",14000,180000,4620,0.05,7,3,14596,154,26.5163666666667,54,35.7563333333333,27.4335833577132,29.491075,9.539605746,24,0,8,5,5,10,15,15,100,"junior",1170513,14004,2670513,44,20,61,8,75.18,95,14000,147,85,4.25,2,85,38.25,0.11,13,0.99,2,4.15,59.73,2.5,4.75,20.3,3.0625,2.4,7.9784,1.25,2,49,25,1.005,0.985,1.05333333333333,0.7845,23.0988489427778,7,13.75,1,60,0.6648,18.2378462162078,3.25,1,24.8594054570833,1.86666666666667,-1.38,35.7563333333333,35.5126666666667,0.710253333333334,0.398594054570833,4.99167279189614,5.90125938271692,30,5.90125938271692,10622,112,1366000,1596250,116.86,16222,18771,115.71,55961,4266763,81.2,0,6.2645,64
"28","周期1","小营医院","小木","皮肤药",0,0,0,0,7,4,0,0,0,6,0,0,0.275,0,0,0,8,5,5,10,15,15,100,"junior",1170513,14004,2670513,44,20,61,8,75.18,55,0,0,85,0,2,85,38.25,0,13,0.99,2,0,59.73,2.5,4.75,20.3,3.0625,2.4,7.9784,1.25,2,49,25,1.005,0.985,1.05333333333333,0,0,7,13.75,1,12,0.6,0,3.25,0.66,0.21255,1.86666666666667,-3,0,0,0,0.00318825,0,0,0,0,0,0,1366000,1596250,116.86,16222,18771,115.71,55961,4266763,81.2,0,6.2645,64
"29","周期1","光华医院","小青","口服抗生素",130000,1080000,7080,0.1,8,1,133697,1502,41.5065,72,38.1213333333333,30.7008,44.057475,25.127845743,60,0,5,5,5,10,15,15,100,"middle",1253388,14785,6253388,51,65,57,10,84.53,89,130000,1461,85,8.5,2,85,14.45,0.59,15,1.03,2,8.3,92.74,2.5,4.75,58,3.4875,1.5,9.7096,3.25,2,57,70,0.988,1.07,1.05333333333333,0.8075,37.32956255,7,13.75,1,78,0.7632,23.43085056,3.25,1.146,40.4605189325,1.86666666666667,1.08,38.1213333333333,39.4766666666667,0.789533333333334,0.554605189325,16.2973289109582,18.0634322773666,78,10.8380593664199,117051,1315,1846000,2329553,126.19,21397,26775,125.13,0,8582941,98.11,-0.5,6.96425,61
"30","周期1","光华医院","小青","一代降糖药",51000,360000,3480,0.05,8,2,51485,792,53.4486956316891,51,46.5769333333333,29.1615277321417,48.7033217237668,18.5315868370969,42,0,5,5,5,10,15,15,100,"middle",1253388,14785,6253388,51,65,57,10,84.53,65,51000,785,85,4.25,2,85,14.45,0.29,15,1.03,2,4.15,92.74,2.5,4.75,58,3.4875,1.5,9.7096,3.25,2,57,70,0.988,1.07,1.05333333333333,0.7845,47.3323832282361,7,13.75,1,57,0.65568,19.1206305034107,3.25,0.973,47.5746199148104,1.86666666666667,-1.608,46.5769333333333,46.1850666666667,0.892776,0.638619298722157,13.7185997820998,14.6811971930992,57,13.7449577544793,49482,761,1846000,2329553,126.19,21397,26775,125.13,0,8582941,98.11,-0.5,6.96425,61
"31","周期1","光华医院","小青","三代降糖药",5000,40000,1440,0.02,8,3,5455,57,25.5218833333333,62,40.2337333333333,30.8051896272768,28.2174125,17.554402096,44,0,5,5,5,10,15,15,100,"middle",1253388,14785,6253388,51,65,57,10,84.53,95,5000,53,85,1.7,2,85,14.45,0.12,15,1.03,2,1.66,92.74,2.5,4.75,58,3.4875,1.5,9.7096,3.25,2,57,70,0.988,1.07,1.05333333333333,0.3237,15.5450388465556,7,13.75,1,68,0.62304,19.1928653453785,3.25,1.072,19.2819629999167,1.86666666666667,-2.424,40.2337333333333,39.3114666666667,0.786229333333333,0.4284588899975,10.0335181247745,11.5376949190196,56,11.2301559352157,4492,47,1846000,2329553,126.19,21397,26775,125.13,0,8582941,98.11,-0.5,6.96425,61
"32","周期1","光华医院","小青","皮肤药",0,0,0,0,8,4,0,0,0,6,0,0,0.2,0,0,0,5,5,5,10,15,15,100,"middle",1253388,14785,6253388,51,65,57,10,84.53,55,0,0,85,0,2,85,14.45,0,15,1.03,2,0,92.74,2.5,4.75,58,3.4875,1.5,9.7096,3.25,2,57,70,0.988,1.07,1.05333333333333,0,0,7,13.75,1,12,0.6,0,3.25,0.66,0.1989,1.86666666666667,-3,0,0,0,0.00298349999999999,0,0,0,0,0,0,1846000,2329553,126.19,21397,26775,125.13,0,8582941,98.11,-0.5,6.96425,61
